IDENT,IDCEREMA,TYPE_QUEST,POIDSM,NBP_CATI,RESCOMM,RESDEP,RESCOUR,RESSECT,RESLNG,RESLAT,DATE_ENQ,JOUR,MOIS,ANNEE,JOURSEM,TYPE_JOUR,MNP,MNP5,MNPMOB,MNPACT,TYPE_MEN,TYPELOG,OCCUPLOG,ANARR_LOG,ACOMM_T,ACOMM_N,INTERNET,NB_VD,NB_2RM,NB_VEH,NB_VELO,NB_VAE,VP_ENT,VP_ASS,2RM_ENT,2RM_ASS,ABRI_VL,REVENU,RESCOMM_OLD,RESDEP_OLD,RESCOUR_OLD,RESLNG_OLD,RESLAT_OLD
86ea7791-4b2e-4aef-a784-641f682988d4,p187510006047,CAPI,1091.066563,3,92064,92,2,9207,2.22,48.843,2019/6/11,11,6,2019,mardi,Semaine,3,3,2,1,Famille monoparentale m?re,2,1,2016,2,Paris 16e  Arrondissement,,0,0,0,1,0,,,,,,7,92064,92,2,2.22,48.843
2b5df059-9cb7-4e86-8a4b-50b6c73c211b,p187510006074,CAPI,328.8773478,2,75116,75,1,7510,2.28,48.859,2019/5/10,10,5,2019,vendredi,Semaine,2,2,2,1,Famille monoparentale m?re,2,1,2016,1,,,0,0,0,1,0,,,,,,9,75116,75,1,2.28,48.859
5afbbb9b-cf64-459e-be92-2a5d4a7e5142,p187510006088,CAPI,872.4763878,3,75116,75,1,7510,2.276,48.853,2019/5/10,10,5,2019,vendredi,Semaine,3,3,3,3,Couple avec enfant,2,4,2012,1,,,3,0,3,0,0,3,1,,,0,10,75116,75,1,2.276,48.853
08ef0c2f-ad1a-472a-a016-b6f21a928892,p187510006110,CAPI,333.8927382,2,75116,75,1,7510,2.265,48.842,2019/2/6,6,2,2019,mercredi,Semaine,2,2,2,1,Famille monoparentale m?re,2,1,2012,1,,,1,0,1,0,0,4,2,,,0,9,75116,75,1,2.265,48.842
1e5b0c00-8c20-4379-8c42-a3a67716a8a9,p187510006137,CAPI,611.3949454,4,75114,75,1,7508,2.334,48.833,2018/10/16,16,10,2018,mardi,Semaine,4,4,4,2,Couple avec enfant,2,4,2016,2,Paris 16e  Arrondissement,,1,0,1,2,0,4,1,,,,9,75114,75,1,2.334,48.833
022044fb-a7ce-4a54-9839-baaf3740ce6f,p187510006142,CAPI,325.2600448,3,75116,75,1,7510,2.285,48.856,2018/11/7,7,11,2018,mercredi,Semaine,3,3,3,2,Couple avec enfant,2,2,2009,2,Ch?tillon (92),,1,1,2,0,0,1,3,1,1,0,10,75116,75,1,2.285,48.856
23b35d6b-9e2e-4ebc-bf51-6f04a4737a16,p187510006153,CAPI,0,1,75116,75,1,7510,2.278,48.854,2018/12/2,2,12,2018,dimanche,dimanche,1,1,1,1,Homme seul,2,3,2000,,,,1,0,1,0,0,2,2,,,1,9,75116,75,1,2.278,48.854
712d32c0-3a81-44ee-890a-5953297ca7b9,p187510006162,CAPI,480.7261908,2,92025,92,2,9201,2.256,48.926,2019/5/9,9,5,2019,jeudi,Semaine,3,2,1,2,Couple avec enfant,1,1,2016,2,Paris 16e  Arrondissement,,1,0,1,0,0,1,2,,,1,10,92025,92,2,2.256,48.926
3acd87cb-2ccf-4cf3-9fb5-67baf8610efa,p187510006175,CAPI,309.9973373,2,75116,75,1,7510,2.288,48.865,2018/12/19,19,12,2018,mercredi,Semaine,2,2,2,1,Famille monoparentale m?re,2,1,2013,1,,,0,0,0,0,0,,,,,0,10,75116,75,1,2.288,48.865
5d58508c-187f-426e-a2b9-cbe2e26c72a6,p187510006183,CAPI,469.8784039,1,75116,75,1,7510,2.277,48.867,2019/3/12,12,3,2019,mardi,Semaine,1,1,1,1,Femme seule,2,4,2002,,,,0,0,0,0,0,,,,,0,9,75116,75,1,2.277,48.867
61dd2c65-8e96-4032-84ef-40e5657fa6a1,p187510006200,CAPI,0,1,75116,75,1,7510,2.277,48.864,2018/10/14,14,10,2018,dimanche,dimanche,1,1,1,1,Homme seul,2,1,2015,1,,,1,1,2,1,0,-1,3,1,1,,-2,75116,75,1,2.37,48.859
cf8751d4-c9a4-4900-8eb0-04dd81f9f674,p187510006204,CAPI,0,3,75116,75,1,7510,2.276,48.859,2018/12/16,16,12,2018,dimanche,dimanche,3,3,0,1,Famille monoparentale p?re,2,1,2017,1,,,1,0,1,0,0,1,4,,,1,-2,75116,75,1,2.276,48.859
a6cc6247-6532-4063-94bf-b2c22fd3036a,p187510006215,CAPI,669.8936127,3,75116,75,1,7510,2.261,48.846,2019/5/6,6,5,2019,lundi,Semaine,4,3,3,1,Couple avec enfant,2,4,2009,1,,,1,1,2,0,0,2,3,3,3,1,10,75116,75,1,2.261,48.846
5b3bfaa9-0682-4b4c-8b29-07ef3cdeafa1,p187510006218,CAPI,374.355226,1,75116,75,1,7510,2.26,48.848,2018/12/14,14,12,2018,vendredi,Semaine,1,1,1,1,Homme seul,2,5,2010,1,,,1,0,1,0,0,4,4,,,0,9,75116,75,1,2.26,48.848
bb075f4b-7203-44f8-9424-29daf91b77c1,p187510006224,CAPI,371.622095,4,75116,75,1,7510,2.273,48.846,2018/11/16,16,11,2018,vendredi,Semaine,4,4,4,2,Couple avec enfant,2,1,2004,,,,1,0,1,3,0,2,2,,,,10,75116,75,1,2.273,48.846
8ea1e68a-ae97-4ad1-939b-6280c66579dc,p187510006225,CAPI,574.2269773,2,75116,75,1,7510,2.26,48.844,2019/2/7,7,2,2019,jeudi,Semaine,2,2,2,0,Couple sans enfant,2,2,1959,,,,1,0,1,0,0,2,3,,,0,7,75116,75,1,2.26,48.844
240ee61b-2eee-4074-b010-940c02369eeb,p187510006258,CAPI,519.3875711,3,75116,75,1,7510,2.287,48.866,2018/11/16,16,11,2018,vendredi,Semaine,3,3,3,3,Couple avec enfant,2,1,2002,,,,1,0,1,0,0,4,3,,,0,10,75116,75,1,2.287,48.866
ae2e3bc4-8e7d-47d5-9dd5-3789c423094b,p187510006279,CAPI,0,1,75116,75,1,7510,2.288,48.867,2018/12/16,16,12,2018,dimanche,dimanche,1,1,1,1,Homme seul,2,5,2007,,,,0,0,0,0,0,,,,,0,-2,75116,75,1,2.288,48.867
172fe6bc-af28-46f6-8402-3e62eeb94703,p187510006284,CAPI,1929.202782,5,75116,75,1,7510,2.264,48.855,2018/10/5,5,10,2018,vendredi,Semaine,5,5,5,2,Couple avec enfant,2,1,2004,,,1,2,0,2,2,0,4,3,,,,10,75116,75,1,2.264,48.855
061ca626-44ba-4dd3-a469-a5cb648172f6,P187510006311,CAPI,0,2,75116,75,1,7510,2.269,48.842,2019/4/6,6,4,2019,samedi,samedi,2,2,2,0,Couple sans enfant,2,2,1997,,,,1,0,1,2,2,3,3,,,,10,750169,75,1,2.269,48.842
7e619b13-b086-4118-a227-b791fd9eee96,p187510006330,CAPI,3114.608035,2,75116,75,1,7510,2.277,48.863,2019/2/6,6,2,2019,mercredi,Semaine,2,2,2,1,Famille monoparentale m?re,2,2,2004,,,,1,0,1,0,0,4,4,,,0,-2,75116,75,1,2.277,48.863
4ee54a59-ae0a-4c68-84a8-898c5b3c8afd,p187510006334,CAPI,3449.561721,2,75116,75,1,7510,2.286,48.864,2019/2/6,6,2,2019,mercredi,Semaine,2,2,2,0,Couple sans enfant,2,2,1999,,,,2,0,2,2,0,1,4,,,,10,75116,75,1,2.286,48.864
bc11d3be-244f-4906-8f29-5807e6b82d5b,p187510006337,CAPI,536.4427198,4,75116,75,1,7510,2.277,48.853,2019/1/11,11,1,2019,vendredi,Semaine,4,4,4,2,Couple avec enfant,2,1,2018,1,,,1,0,1,0,0,2,3,,,0,-2,75116,75,1,2.277,48.853
9279f3f2-2d39-4d97-9e2f-1a77be8d9750,p187511006403,CAPI,2477.651002,1,75117,75,1,7511,2.305,48.891,2018/2/13,13,2,2018,mardi,Semaine,1,1,1,0,Homme seul,2,3,2004,,,1,0,0,0,0,0,,,,,0,1,75117,75,1,2.305,48.891
22d75031-d2cd-4815-a9fa-4eca4ed4c741,p187511006407,CAPI,1440.386374,3,75117,75,1,7511,2.326,48.883,2018/11/23,23,11,2018,vendredi,Semaine,3,3,3,2,Autre,2,1,2014,1,,,2,1,3,3,0,4,2,1,1,,-1,75117,75,1,2.315,48.881
4c53db96-dd9c-4579-be96-1984dc241f7d,p187511006431,CAPI,1398.813421,1,75117,75,1,7511,2.324,48.89,2019/2/21,21,2,2019,jeudi,Semaine,1,1,1,0,Femme seule,2,2,1984,,,,0,0,0,0,0,,,,,0,4,75117,75,1,2.324,48.89
cb95af57-4067-4ea8-b335-6f8ddbb99a55,p187511006443,CAPI,2277.415133,1,75117,75,1,7511,2.32,48.889,2019/5/15,15,5,2019,mercredi,Semaine,1,1,1,1,Femme seule,2,4,1986,,,,0,0,0,0,0,,,,,1,4,75117,75,1,2.32,48.889
e0f51fc1-3602-4044-b067-cf63349a2d18,p187511006445,CAPI,1001.115773,1,75117,75,1,7511,2.296,48.88,2019/4/4,4,4,2019,jeudi,Semaine,1,1,1,0,Femme seule,2,2,1987,,,,0,0,0,0,0,,,,,0,5,75117,75,1,2.296,48.88
0bbeeba7-1b5b-4f81-84a8-45a079a53d9f,p187511006448,CAPI,0,1,75117,75,1,7511,2.322,48.896,2018/1/27,27,1,2018,samedi,samedi,1,1,0,0,Femme seule,2,3,1983,,,0,0,0,0,0,0,,,,,0,2,75117,75,1,2.322,48.896
3d7b7adf-b254-4cd3-af1e-89cfd3dad568,p187511006465,CAPI,1039.254496,1,75117,75,1,7511,2.306,48.888,2018/10/19,19,10,2018,vendredi,Semaine,1,1,1,0,Homme seul,2,5,1999,,,,1,0,1,1,0,1,2,,,,-2,75117,75,1,2.306,48.888
623d41ab-e4a3-4a05-8f9a-12988ad91c19,p187511006477,CAPI,3089.565678,1,75117,75,1,7511,2.314,48.883,2018/1/24,24,1,2018,mercredi,Semaine,1,1,1,0,Homme seul,2,2,1963,,,0,1,0,1,0,0,1,2,,,1,3,75117,75,1,2.314,48.883
58e1dc98-e034-42ff-8c26-c80988c70118,p187511006499,CAPI,2397.685793,1,75117,75,1,7511,2.296,48.887,2018/1/31,31,1,2018,mercredi,Semaine,1,1,1,0,Femme seule,2,3,1975,,,1,0,0,0,0,0,,,,,1,5,75117,75,1,2.296,48.887
2b11fe34-48e1-43ab-b4aa-36f591e11c94,p187511006544,CAPI,0,2,75117,75,1,7511,2.328,48.899,2018/10/13,13,10,2018,samedi,samedi,2,2,2,0,Couple sans enfant,2,4,1985,,,1,1,0,1,0,0,3,1,,,0,4,75117,75,1,2.328,48.899
f3941aad-a3e2-42eb-9510-dc9671e70e41,p187511006576,CAPI,749.7827647,2,75117,75,1,7511,2.325,48.89,2019/6/3,3,6,2019,lundi,Semaine,2,2,2,0,Couple sans enfant,2,2,1993,,,,1,0,1,2,0,1,1,,,,9,75117,75,1,2.325,48.89
61f4d8b2-2537-48c2-84ac-d3c7c46b73e0,p187511006586,CAPI,0,2,75117,75,1,7511,2.326,48.883,2018/2/10,10,2,2018,samedi,samedi,2,2,2,0,Couple sans enfant,2,2,1978,,,1,1,0,1,0,0,5,3,,,1,-2,75117,75,1,2.291,48.875
508472f0-551a-44d1-b38a-27f5ef9db778,p187511006600,CAPI,943.3549133,1,75117,75,1,7511,2.301,48.887,2018/12/11,11,12,2018,mardi,Semaine,1,1,1,0,Femme seule,2,-1,1957,,,,0,0,0,0,0,,,,,0,-2,75117,75,1,2.301,48.887
f0247452-8b29-4957-b3b7-dff1a331ab72,p187511006614,CAPI,1931.390993,1,75117,75,1,7511,2.289,48.883,2019/6/5,5,6,2019,mercredi,Semaine,1,1,1,0,Femme seule,2,2,1986,,,,1,0,1,1,0,1,-1,,,,7,75117,75,1,2.289,48.883
e02ad917-2130-420c-9294-ea9bdcad075b,p187511006617,CAPI,1449.898268,2,75117,75,1,7511,2.321,48.892,2019/5/28,28,5,2019,mardi,Semaine,2,2,2,0,Couple sans enfant,2,2,1985,,,,0,0,0,0,0,,,,,0,6,75117,75,1,2.321,48.892
971fddc7-8dcb-42bb-97c4-3199de5adc87,p187511006626,CAPI,7749.961843,3,75117,75,1,7511,2.32,48.894,2018/2/13,13,2,2018,mardi,Semaine,3,3,3,0,Famille monoparentale m?re,2,4,2008,1,,1,0,0,0,0,0,,,,,0,2,75117,75,1,2.32,48.894
b6021372-3210-47a5-b1b8-29c741a9a36f,p187511006645,CAPI,471.24197,3,75117,75,1,7511,2.295,48.88,2018/12/7,7,12,2018,vendredi,Semaine,5,5,5,2,Couple avec enfant,1,3,2018,1,,,1,0,1,4,0,-1,-1,,,,10,75117,75,1,2.295,48.88
52e9852e-7400-4c4f-9112-5b40bee165b5,p187511006646,CAPI,0,1,75117,75,1,7511,2.32,48.889,2018/2/11,11,2,2018,dimanche,dimanche,1,1,1,0,Homme seul,2,"9,locataire ? titre gratuit",2012,4,,1,0,0,0,0,0,,,,,1,1,75117,75,1,2.32,48.889
c44a4f95-aa5b-4c61-87bd-865e34cc51b3,p187511006683,CAPI,1110.850127,1,75117,75,1,7511,2.3,48.878,2018/12/19,19,12,2018,mercredi,Semaine,1,1,1,0,Femme seule,2,2,2002,,,,1,0,1,0,0,3,3,,,0,-2,75117,75,1,2.3,48.878
9b2dd696-00b3-4c49-9e45-569adf830fad,p187511006695,CAPI,2687.155768,1,92012,92,2,9208,2.235,48.84,2019/3/11,11,3,2019,lundi,Semaine,1,1,1,0,Homme seul,2,4,2016,2,Paris 17e  Arrondissement,,0,0,0,0,0,,,,,0,-2,92012,92,2,2.235,48.84
c751fa1e-391a-4c65-a3cb-690855276e23,p187511006704,CAPI,7606.640748,2,75117,75,1,7511,2.321,48.892,2019/5/21,21,5,2019,mardi,Semaine,1,1,1,1,Femme seule,2,4,2012,2,Saint-Ouen (93),,0,0,0,0,0,,,,,1,5,75117,75,1,2.321,48.892
a8b18c76-5b29-488d-afab-dab64c5366f5,p187511006719,CAPI,4243.241643,1,75117,75,1,7511,2.319,48.889,2018/2/14,14,2,2018,mercredi,Semaine,1,1,1,1,Femme seule,2,2,2010,4,,1,0,0,0,0,0,,,,,1,4,75117,75,1,2.319,48.889
aaeaab39-a4ce-4b84-b3cd-5c5a15872a2f,p187511006740,CAPI,5876.746972,2,75117,75,1,7511,2.326,48.883,2018/2/14,14,2,2018,mercredi,Semaine,2,2,2,2,Couple sans enfant,2,4,2017,1,,1,0,0,0,0,0,,,,,0,8,75117,75,1,2.376,48.871
5d98cbca-d4ba-4f39-8295-6b8c989072e7,p187511006750,CAPI,1296.496494,2,75102,75,1,7501,2.336,48.867,2019/4/19,19,4,2019,vendredi,Semaine,2,2,2,2,Couple sans enfant,2,4,2019,2,Paris 17e  Arrondissement,,0,0,0,0,0,,,,,1,10,75102,75,1,2.336,48.867
bc8fb2ac-c78f-4a0c-94f7-c51335f44770,p187511006779,CAPI,792.5277121,1,75117,75,1,7511,2.303,48.88,2018/10/12,12,10,2018,vendredi,Semaine,1,1,1,1,Femme seule,2,1,2006,,,0,0,0,0,1,0,,,,,,4,75117,75,1,2.303,48.88
744a8eaf-e2ab-4730-9c99-a06521d7d3f1,p187511006821,CAPI,909.5404181,2,75117,75,1,7511,2.312,48.893,2018/11/6,6,11,2018,mardi,Semaine,2,2,2,1,Famille monoparentale m?re,2,3,2002,,,,0,0,0,0,0,,,,,0,6,75117,75,1,2.312,48.893
bb44e658-82f0-43af-a88e-bb22e8f4de2c,p187511006836,CAPI,2950.038683,1,78126,78,3,7811,2.145,48.848,2019/6/4,4,6,2019,mardi,Semaine,1,1,1,1,Femme seule,1,4,2017,2,Paris 17e  Arrondissement,,1,0,1,1,0,2,4,,,,6,78126,78,3,2.145,48.848
6bca40cf-e9fb-448c-8406-cd98b716671c,p187511006845,CAPI,1344.374921,5,75117,75,1,7511,2.319,48.896,2018/11/16,16,11,2018,vendredi,Semaine,5,5,5,1,Couple avec enfant,2,4,2015,1,,,0,0,0,1,1,,,,,,5,75117,75,1,2.319,48.896
49b5479f-1108-42ad-9719-88270514dc0b,p187511006862,CAPI,2768.143991,1,75117,75,1,7511,2.314,48.883,2019/4/15,15,4,2019,lundi,Semaine,1,1,1,1,Femme seule,2,4,2013,2,Garches (92),,0,0,0,0,0,,,,,0,5,75117,75,1,2.314,48.883
7d3adf63-66df-4781-9dae-1ccd481c6c6d,p187511006869,CAPI,882.4905389,3,75117,75,1,7511,2.289,48.885,2018/12/21,21,12,2018,vendredi,Semaine,3,3,3,2,Couple avec enfant,2,4,2001,,,,1,1,2,3,0,-1,2,2,1,,-2,75117,75,1,2.289,48.885
c7f9ee91-4fe8-438e-a8f1-5ea90dd4d732,p187511006888,CAPI,1671.106925,1,75117,75,1,7511,2.296,48.89,2018/2/14,14,2,2018,mercredi,Semaine,1,1,1,1,Femme seule,2,3,1998,,,1,0,0,0,0,0,,,,,0,5,75117,75,1,2.296,48.89
b6db13c9-271f-495b-9f8d-f7c03cce3474,p187511006902,CAPI,1307.024444,2,75117,75,1,7511,2.295,48.887,2018/12/3,3,12,2018,lundi,Semaine,4,2,1,2,Couple avec enfant,2,4,2016,1,,,1,0,1,0,0,3,3,,,0,7,75117,75,1,2.295,48.887
9479d53c-1535-4abd-99df-0aa13f24f88b,p187511006927,CAPI,0,2,75117,75,1,7511,2.311,48.89,2019/4/7,7,4,2019,dimanche,dimanche,4,2,1,2,Couple avec enfant,2,4,2018,1,,,0,0,0,0,0,,,,,1,-1,75117,75,1,2.311,48.89
97bca54e-490b-4671-b3bb-0de95dc42839,p187511006929,CAPI,816.6566763,2,75117,75,1,7511,2.287,48.883,2019/3/29,29,3,2019,vendredi,Semaine,2,2,2,2,Couple sans enfant,2,3,2014,1,,,0,0,0,0,0,,,,,0,5,75117,75,1,2.287,48.883
249d5273-e52e-4d92-b4aa-7166e04c1454,p187511006938,CAPI,1952.70882,2,75117,75,1,7511,2.296,48.884,2018/10/3,3,10,2018,mercredi,Semaine,2,2,2,1,Couple sans enfant,2,5,1980,,,1,0,0,0,0,0,,,,,0,6,75117,75,1,2.296,48.884
3b9febdc-9468-4f38-9189-fdd908e4c6c9,p187511006957,CAPI,984.6458614,2,75117,75,1,7511,2.305,48.89,2019/1/22,22,1,2019,mardi,Semaine,2,2,2,0,Couple sans enfant,2,3,1992,,,,1,0,1,0,0,3,-1,,,1,6,75117,75,1,2.305,48.89
8190b16c-c3d6-491e-97f2-69c5accbf2ab,p187511006980,CAPI,429.3259507,1,75117,75,1,7511,2.323,48.897,2019/1/25,25,1,2019,vendredi,Semaine,1,1,1,1,Femme seule,2,1,2009,1,,,1,0,1,0,0,3,1,,,1,6,75117,75,1,2.323,48.897
94c11e9d-bd56-4d79-9328-65785dd69a9b,p187511006983,CAPI,0,2,75117,75,1,7511,2.318,48.888,2019/1/13,13,1,2019,dimanche,dimanche,2,2,2,2,Couple sans enfant,2,2,1987,,,,1,0,1,2,0,4,4,,,,10,75117,75,1,2.318,48.888
317bca16-e31d-4320-afb1-5a078dfd6058,p187511006998,CAPI,0,1,75117,75,1,7511,2.289,48.876,2019/4/6,6,4,2019,samedi,samedi,1,1,1,0,Femme seule,2,1,1990,,,,0,0,0,0,0,,,,,1,7,75117,75,1,2.289,48.876
6db7f113-8621-4350-bef8-17db0f6afd29,p187511007000,CAPI,881.0220084,2,75117,75,1,7511,2.293,48.88,2019/4/16,16,4,2019,mardi,Semaine,2,2,2,1,Couple sans enfant,2,4,2000,,,,0,0,0,0,0,,,,,1,10,75117,75,1,2.293,48.88
8da45d02-dab4-4960-be5b-25978f4771af,p187511007031,CAPI,413.2162486,1,75117,75,1,7511,2.286,48.886,2018/9/21,21,9,2018,vendredi,Semaine,1,1,1,1,Femme seule,2,4,2000,,,1,0,0,0,0,0,,,,,1,7,75117,75,1,2.286,48.886
510d5d13-5549-428d-9cd5-ca7b12bbe152,p187511007042,CAPI,4689.608246,2,93048,93,2,9304,2.434,48.863,2018/12/20,20,12,2018,jeudi,Semaine,2,2,2,1,Couple sans enfant,2,1,2016,2,Paris 17e  Arrondissement,,0,0,0,0,0,,,,,1,7,78311,78,3,2.434,48.863
06d3b588-5a9e-4f2a-8076-14298ed2f453,p187511007044,CAPI,980.6866866,2,75117,75,1,7511,2.317,48.888,2018/12/10,10,12,2018,lundi,Semaine,4,2,2,2,Couple avec enfant,2,5,2014,1,,,0,0,0,1,1,,,,,,7,75117,75,1,2.317,48.888
d6b73803-0487-405a-ab97-23652b3415b6,p187511007074,CAPI,1005.045874,1,75117,75,1,7511,2.317,48.884,2018/2/8,8,2,2018,jeudi,Semaine,1,1,1,0,Femme seule,2,2,2004,,,1,0,0,0,1,0,,,,,,-2,75117,75,1,2.317,48.884
37a4bdea-7057-40df-96cd-f45671973a80,p187511007094,CAPI,524.4660242,1,75109,75,1,7503,2.341,48.881,2018/11/21,21,11,2018,mercredi,Semaine,1,1,1,1,Homme seul,2,4,2017,2,Paris 17e  Arrondissement,,1,0,1,0,0,1,1,,,1,9,75109,75,1,2.341,48.881
f4e6fe26-de89-4832-a67c-320ec1e7ddb8,p187511007105,CAPI,400.818097,4,75117,75,1,7511,2.303,48.889,2018/10/8,8,10,2018,lundi,Semaine,4,4,4,1,Famille monoparentale m?re,2,2,2014,1,,1,0,0,0,0,0,,,,,0,9,75117,75,1,2.303,48.889
5edd9da7-a391-4ba9-9044-95c28a25d5d3,p187511007110,CAPI,793.9914,1,75117,75,1,7511,2.314,48.883,2018/11/7,7,11,2018,mercredi,Semaine,1,1,1,1,Homme seul,2,5,2011,1,,,0,0,0,0,0,,,,,1,8,75117,75,1,2.314,48.883
9623eb07-545c-4f2e-b8b0-b1416f25c9e8,p187511007120,CAPI,0,2,94068,94,2,9411,2.518,48.807,2019/6/15,15,6,2019,samedi,samedi,4,2,2,2,Couple avec enfant,1,1,2018,2,Paris 17e  Arrondissement,,1,0,1,0,0,1,1,,,1,10,94068,94,2,2.518,48.807
28a48ccb-c88d-412a-bea2-75b9f2575964,p187511007138,CAPI,1692.815669,1,75117,75,1,7511,2.284,48.882,2018/11/5,5,11,2018,lundi,Semaine,1,1,1,1,Homme seul,2,5,2005,,,,0,1,1,0,0,,,2,3,0,10,75117,75,1,2.284,48.882
e45e9ce5-f1b6-40e1-84fa-10bb7df0f934,p187511007147,CAPI,1290.955587,2,75117,75,1,7511,2.326,48.883,2019/5/20,20,5,2019,lundi,Semaine,2,2,2,0,Couple sans enfant,2,2,1981,,,,2,0,2,2,0,-1,4,,,,10,75117,75,1,2.282,48.884
d4e015ff-7d2a-498e-9adb-ed565922aa5e,p187511007169,CAPI,0,2,75117,75,1,7511,2.327,48.895,2019/4/13,13,4,2019,samedi,samedi,2,2,1,0,Couple sans enfant,2,3,2002,,,,1,0,1,0,0,2,4,,,0,8,75117,75,1,2.327,48.895
d9c54403-a807-4207-8bb9-d335bc4f1c2d,p187511007212,CAPI,1953.164951,2,75117,75,1,7511,2.326,48.893,2019/4/17,17,4,2019,mercredi,Semaine,2,2,2,1,Couple sans enfant,2,2,1989,,,,1,0,1,0,0,1,1,,,0,10,75117,75,1,2.326,48.893
605547db-8a18-47c0-8fc5-845f464ad4a8,p187511007240,CAPI,1222.602643,2,75109,75,1,7503,2.329,48.882,2018/9/20,20,9,2018,jeudi,Semaine,4,2,2,1,Couple avec enfant,2,2,2016,1,,1,1,0,1,0,0,4,3,,,0,-2,75109,75,1,2.329,48.882
d0286b29-f74f-45fc-be6e-fd75d25f2e3b,p187512007311,CAPI,2277.626154,2,75118,75,1,7512,2.359,48.887,2018/2/7,7,2,2018,mercredi,Semaine,2,2,2,2,Couple sans enfant,2,4,2016,5,,1,1,0,1,0,0,2,1,,,1,8,75118,75,1,2.359,48.887
7fce5805-2d93-42d3-a7f3-fe2dee120111,p187512007329,CAPI,2250.365404,1,75118,75,1,7512,2.345,48.9,2018/11/26,26,11,2018,lundi,Semaine,1,1,1,0,Homme seul,2,4,1987,,,,1,0,1,0,0,-1,2,,,1,4,75118,75,1,2.345,48.9
7f4cf7fe-eca6-4ced-8439-e38f0e10cfe4,p187512007332,CAPI,876.5202044,1,75118,75,1,7512,2.34,48.894,2019/1/29,29,1,2019,mardi,Semaine,1,1,0,0,Femme seule,2,2,2010,1,,,1,0,1,0,0,1,5,,,1,7,75118,75,1,2.34,48.894
2481b5d3-d690-40f9-857f-1039b5bdc920,p187512007334,CAPI,3565.035664,1,75118,75,1,7512,2.336,48.898,2018/11/14,14,11,2018,mercredi,Semaine,1,1,1,0,Femme seule,2,4,1990,,,,0,0,0,0,0,,,,,1,1,75118,75,1,2.336,48.898
f6cfce03-6dc5-4da1-b7c6-4089206b208f,p187512007351,CAPI,974.5519744,1,75118,75,1,7512,2.359,48.889,2019/4/15,15,4,2019,lundi,Semaine,1,1,1,0,Femme seule,2,1,1969,,,,0,0,0,1,0,,,,,,3,75118,75,1,2.359,48.889
26534580-2fef-470c-8bea-6bcff50ca6d2,p187512007357,CAPI,1520.599857,1,75118,75,1,7512,2.337,48.89,2019/5/6,6,5,2019,lundi,Semaine,1,1,1,0,Femme seule,2,2,1989,,,,0,0,0,0,0,,,,,1,6,75118,75,1,2.337,48.89
e2bc1f26-84c4-4b0a-abdb-8bbdb99b55ad,p187512007365,CAPI,0,1,75118,75,1,7512,2.346,48.884,2018/11/18,18,11,2018,dimanche,dimanche,1,1,1,0,Homme seul,2,2,1996,,,,1,0,1,0,0,4,2,,,1,5,75118,75,1,2.346,48.884
3e1c0f73-a040-43ce-bed2-0982becbdff8,p187512007370,CAPI,0,1,75118,75,1,7512,2.335,48.896,2018/10/13,13,10,2018,samedi,samedi,1,1,1,0,Femme seule,2,1,2001,,,1,1,0,1,0,0,-1,-1,,,1,-2,75118,75,1,2.335,48.896
1a3dd56b-f9f6-4d73-a1bf-280ec48c536f,p187512007372,CAPI,2019.990069,1,75118,75,1,7512,2.369,48.899,2018/2/16,16,2,2018,vendredi,Semaine,1,1,1,0,Femme seule,2,3,1988,,,0,0,0,0,0,0,,,,,1,2,75118,75,1,2.369,48.899
e3b65d5d-212a-4ad8-86b2-af81c03d62ab,p187512007419,CAPI,1985.757538,2,75118,75,1,7512,2.347,48.893,2019/6/6,6,6,2019,jeudi,Semaine,2,2,2,0,Couple sans enfant,2,2,1992,,,,0,0,0,0,0,,,,,0,6,75118,75,1,2.347,48.893
325ff772-2a93-4cd5-a247-5200383b6fb2,p187512007424,CAPI,1771.734259,1,75118,75,1,7512,2.348,48.891,2019/4/18,18,4,2019,jeudi,Semaine,2,2,2,0,Couple sans enfant,2,1,2005,,,,1,0,1,4,2,5,2,,,,8,75118,75,1,2.348,48.891
9d101676-86c2-4985-a04b-7b117699e591,p187512007434,CAPI,821.7904974,2,75118,75,1,7512,2.342,48.891,2019/5/20,20,5,2019,lundi,Semaine,2,2,2,0,Couple sans enfant,2,1,2014,1,,,0,0,0,0,0,,,,,1,10,75118,75,1,2.342,48.891
ed0281b1-9cd4-4eb3-adcd-5e5f18ee8b45,p187512007489,CAPI,0,1,75118,75,1,7512,2.342,48.887,2018/1/27,27,1,2018,samedi,samedi,1,1,1,0,Homme seul,2,"9,Occupant d'un logement de fonction rattache a l archev?ch? de Paris ",2009,1,,1,1,0,1,0,0,1,4,,,1,2,75118,75,1,2.342,48.887
deeec6d1-a73d-45cf-bd3f-1572ca9958f6,p187512007527,CAPI,2087.381616,1,75118,75,1,7512,2.33,48.884,2018/12/10,10,12,2018,lundi,Semaine,1,1,1,1,Femme seule,2,3,1958,,,,1,0,1,0,0,1,2,,,1,9,75118,75,1,2.33,48.884
de54f94f-787c-416c-a672-bfe95cafa607,p187512007546,CAPI,2958.325403,1,75118,75,1,7512,2.33,48.893,2018/11/12,12,11,2018,lundi,Semaine,1,1,1,1,Homme seul,2,4,2011,1,,,0,1,1,0,0,,,1,1,0,1,75118,75,1,2.33,48.893
